project,module,testName,exceptionType,errorMessage
apache.hadoop,hadoop-hadoop-yarn-project-hadoop-yarn-hadoop-yarn-server-hadoop-yarn-server-timeline-pluginstorage,org.apache.hadoop.hdfs.nfs.nfs3.TestRpcProgramNfs3.testCommit,java.lang.NullPointerException,
apache.hadoop,hadoop-hadoop-yarn-project-hadoop-yarn-hadoop-yarn-server-hadoop-yarn-server-timeline-pluginstorage,org.apache.hadoop.hdfs.nfs.nfs3.TestRpcProgramNfs3.testWrite,java.lang.NullPointerException,
apache.hadoop,hadoop-hadoop-yarn-project-hadoop-yarn-hadoop-yarn-server-hadoop-yarn-server-timeline-pluginstorage,org.apache.hadoop.hdfs.nfs.nfs3.TestRpcProgramNfs3.testMkdir,java.lang.NullPointerException,
apache.hadoop,hadoop-hadoop-yarn-project-hadoop-yarn-hadoop-yarn-server-hadoop-yarn-server-timeline-pluginstorage,org.apache.hadoop.yarn.server.timeline.TestLogInfo.testParseBrokenEntity,org.apache.hadoop.hdfs.server.common.InconsistentFSStateException, Directory /home/colossus2/apache/hadoop/target/test/data/dfs/name-0-1 is in an inconsistent state: storage directory does not exist or is not accessible.\\n
apache.hadoop,hadoop-hadoop-yarn-project-hadoop-yarn-hadoop-yarn-server-hadoop-yarn-server-timeline-pluginstorage,org.apache.hadoop.hdfs.nfs.nfs3.TestExportsTable.testViewFsMultipleExportPoint,java.io.IOException, renameTo(src=/home/colossus2/apache/hadoop/target/test/data/dfs/name-0-1/current/seen_txid.tmp; dst=/home/colossus2/apache/hadoop/target/test/data/dfs/name-0-1/current/seen_txid) failed.\\n
apache.hadoop,hadoop-hadoop-yarn-project-hadoop-yarn-hadoop-yarn-server-hadoop-yarn-server-timeline-pluginstorage,org.apache.hadoop.fs.http.server.TestHttpFSServer.testAllowSnapshot,java.lang.InterruptedException, sleep interrupted\\n09:29:12;902  INFO Server:621 - Services destroyed\\n09:29:12;902  INFO Server:633 - Server [httpfs] shutdown!\\n09:29:12;902  INFO Server:634 - ======================================================\\njava.io.FileNotFoundException: File does not exist: /tmp/tmp-snap-allow-test\\n
apache.hadoop,hadoop-hadoop-yarn-project-hadoop-yarn-hadoop-yarn-server-hadoop-yarn-server-timeline-pluginstorage,org.apache.hadoop.fs.http.server.TestHttpFSServer.testGetTrashRoot,java.lang.InterruptedException, sleep interrupted\\n09:29:10;533  INFO Server:621 - Services destroyed\\n09:29:10;533  INFO Server:633 - Server [httpfs] shutdown!\\n09:29:10;533  INFO Server:634 - ======================================================\\norg.junit.ComparisonFailure: expected:</[user/user1]/.Trash> but was:</[home/colossus2]/.Trash>\\n
apache.hadoop,hadoop-hadoop-yarn-project-hadoop-yarn-hadoop-yarn-server-hadoop-yarn-server-timeline-pluginstorage,org.apache.hadoop.fs.http.server.TestHttpFSServer.testPerms,java.lang.InterruptedException,* Multiple error messages. *
apache.hadoop,hadoop-hadoop-yarn-project-hadoop-yarn-hadoop-yarn-server-hadoop-yarn-server-timelineservice,org.apache.hadoop.yarn.server.timelineservice.reader.TestTimelineReaderWebServices.testGetEntitiesByMetricFilters,java.io.IOException, Incorrect response from timeline reader. Status=500\\n
apache.hadoop,hadoop-hadoop-yarn-project-hadoop-yarn-hadoop-yarn-server-hadoop-yarn-server-timelineservice,org.apache.hadoop.yarn.server.timelineservice.reader.TestTimelineReaderWebServices.testGetEntitiesByInfoFilters,java.io.IOException, Incorrect response from timeline reader. Status=500\\n
apache.hadoop,hadoop-hadoop-yarn-project-hadoop-yarn-hadoop-yarn-server-hadoop-yarn-server-timelineservice,org.apache.hadoop.yarn.server.timelineservice.reader.TestTimelineReaderWebServices.testGetEntitiesWithLimit,java.io.IOException, Incorrect response from timeline reader. Status=500\\n
apache.hadoop,hadoop-hadoop-yarn-project-hadoop-yarn-hadoop-yarn-server-hadoop-yarn-server-timelineservice,org.apache.hadoop.yarn.server.timelineservice.reader.TestTimelineReaderWebServices.testAbout,java.io.IOException, Incorrect response from timeline reader. Status=500\\n
apache.hadoop,hadoop-hadoop-yarn-project-hadoop-yarn-hadoop-yarn-server-hadoop-yarn-server-timelineservice,org.apache.hadoop.yarn.server.timelineservice.reader.TestTimelineReaderWebServices.testGetEntityAllFields,java.io.IOException, Incorrect response from timeline reader. Status=500\\n
apache.hadoop,hadoop-hadoop-yarn-project-hadoop-yarn-hadoop-yarn-server-hadoop-yarn-server-timelineservice,org.apache.hadoop.yarn.server.timelineservice.reader.TestTimelineReaderWebServices.testGetContainers,java.io.IOException, Incorrect response from timeline reader. Status=500\\n
apache.hadoop,hadoop-hadoop-yarn-project-hadoop-yarn-hadoop-yarn-server-hadoop-yarn-server-timelineservice,org.apache.hadoop.yarn.server.timelineservice.reader.TestTimelineReaderWebServices.testGetEntityDefaultView,java.io.IOException, Incorrect response from timeline reader. Status=500\\n
apache.hadoop,hadoop-hadoop-yarn-project-hadoop-yarn-hadoop-yarn-server-hadoop-yarn-server-timelineservice,org.apache.hadoop.yarn.server.timelineservice.reader.TestTimelineReaderWebServices.testGetEntitiesBasedOnCreatedTime,java.io.IOException, Incorrect response from timeline reader. Status=500\\n
apache.hadoop,hadoop-hadoop-yarn-project-hadoop-yarn-hadoop-yarn-server-hadoop-yarn-server-timelineservice,org.apache.hadoop.yarn.server.timelineservice.reader.TestTimelineReaderWebServices.testGetEntityWithUserAndFlowInfo,java.io.IOException, Incorrect response from timeline reader. Status=500\\n
apache.hadoop,hadoop-hadoop-yarn-project-hadoop-yarn-hadoop-yarn-server-hadoop-yarn-server-timelineservice,org.apache.hadoop.yarn.server.timelineservice.reader.TestTimelineReaderWebServices.testInvalidValuesHandling,java.lang.AssertionError,* Multiple error messages. *
apache.hadoop,hadoop-hadoop-yarn-project-hadoop-yarn-hadoop-yarn-server-hadoop-yarn-server-timelineservice,org.apache.hadoop.yarn.server.timelineservice.reader.TestTimelineReaderWebServices.testGetEntitiesByConfigFilters,java.io.IOException, Incorrect response from timeline reader. Status=500\\n
apache.hadoop,hadoop-hadoop-yarn-project-hadoop-yarn-hadoop-yarn-server-hadoop-yarn-server-timelineservice,org.apache.hadoop.yarn.server.timelineservice.reader.TestTimelineReaderWebServices.testGetEntities,java.io.IOException, Incorrect response from timeline reader. Status=500\\n
apache.hadoop,hadoop-hadoop-yarn-project-hadoop-yarn-hadoop-yarn-server-hadoop-yarn-server-timelineservice,org.apache.hadoop.yarn.server.timelineservice.reader.TestTimelineReaderWebServicesBasicAcl.testTimelineReaderManagerAclsWhenEnabled,java.lang.ExceptionInInitializerError,
apache.hadoop,hadoop-hadoop-yarn-project-hadoop-yarn-hadoop-yarn-server-hadoop-yarn-server-timelineservice,org.apache.hadoop.yarn.server.timelineservice.reader.TestTimelineReaderWebServices.testGetEntityNotPresent,java.lang.AssertionError,* Multiple error messages. *
apache.hadoop,hadoop-hadoop-yarn-project-hadoop-yarn-hadoop-yarn-server-hadoop-yarn-server-timelineservice,org.apache.hadoop.yarn.server.timelineservice.reader.TestTimelineReaderWebServices.testGetEntityCustomFields,java.io.IOException, Incorrect response from timeline reader. Status=500\\n
apache.hadoop,hadoop-hadoop-yarn-project-hadoop-yarn-hadoop-yarn-server-hadoop-yarn-server-timelineservice,org.apache.hadoop.yarn.server.timelineservice.reader.TestTimelineReaderWebServices.testQueryWithoutCluster,java.io.IOException, Incorrect response from timeline reader. Status=500\\n
apache.hadoop,hadoop-hadoop-yarn-project-hadoop-yarn-hadoop-yarn-server-hadoop-yarn-server-timelineservice,org.apache.hadoop.yarn.server.timelineservice.reader.TestTimelineReaderWebServices.testGetContainer,java.io.IOException, Incorrect response from timeline reader. Status=500\\n
apache.hadoop,hadoop-hadoop-yarn-project-hadoop-yarn-hadoop-yarn-server-hadoop-yarn-server-timelineservice,org.apache.hadoop.yarn.server.timelineservice.reader.TestTimelineReaderWebServices.testGetEntitiesNoMatch,java.io.IOException, Incorrect response from timeline reader. Status=500\\n
apache.hadoop,hadoop-hadoop-yarn-project-hadoop-yarn-hadoop-yarn-server-hadoop-yarn-server-timelineservice,org.apache.hadoop.yarn.server.timelineservice.reader.TestTimelineReaderWebServicesBasicAcl.testTimelineReaderManagerAclsWhenDisabled,java.lang.NoClassDefFoundError, Could not initialize class org.apache.hadoop.yarn.server.timelineservice.reader.TimelineReaderWebServices\\n
apache.hadoop,hadoop-hadoop-yarn-project-hadoop-yarn-hadoop-yarn-server-hadoop-yarn-server-timelineservice,org.apache.hadoop.yarn.server.timelineservice.reader.TestTimelineReaderWebServices.testGetAppAttempts,java.io.IOException, Incorrect response from timeline reader. Status=500\\n
apache.hadoop,hadoop-hadoop-yarn-project-hadoop-yarn-hadoop-yarn-server-hadoop-yarn-server-timelineservice,org.apache.hadoop.yarn.server.timelineservice.reader.TestTimelineReaderWebServices.testGetEntitiesByRelations,java.io.IOException, Incorrect response from timeline reader. Status=500\\n
apache.hadoop,hadoop-hadoop-yarn-project-hadoop-yarn-hadoop-yarn-server-hadoop-yarn-server-timelineservice,org.apache.hadoop.yarn.server.timelineservice.reader.TestTimelineReaderWebServices.testGetAppAttempt,java.io.IOException, Incorrect response from timeline reader. Status=500\\n
apache.hadoop,hadoop-hadoop-yarn-project-hadoop-yarn-hadoop-yarn-server-hadoop-yarn-server-timelineservice,org.apache.hadoop.yarn.server.timelineservice.reader.TestTimelineReaderWebServices.testGetEntitiesByEventFilters,java.io.IOException, Incorrect response from timeline reader. Status=500\\n
apache.hadoop,hadoop-hadoop-yarn-project-hadoop-yarn-hadoop-yarn-server-hadoop-yarn-server-timelineservice,org.apache.hadoop.lib.servlet.TestServerWebApp.getHomeDirNotDef,java.lang.InterruptedException,* Multiple error messages. *
apache.hadoop,hadoop-hadoop-yarn-project-hadoop-yarn-hadoop-yarn-server-hadoop-yarn-server-timelineservice-hbase-tests,org.apache.hadoop.fs.http.server.TestHttpFSServer.testAllowSnapshot,java.lang.InterruptedException,* Multiple error messages. *
apache.hadoop,hadoop-hadoop-yarn-project-hadoop-yarn-hadoop-yarn-server-hadoop-yarn-server-timelineservice-hbase-tests,org.apache.hadoop.fs.http.server.TestHttpFSServer.testGetTrashRoot,java.lang.InterruptedException,* Multiple error messages. *
apache.hadoop,hadoop-hadoop-yarn-project-hadoop-yarn-hadoop-yarn-server-hadoop-yarn-server-timelineservice-hbase-tests,org.apache.hadoop.lib.service.hadoop.TestFileSystemAccessService.fileSystemCache,org.apache.hadoop.ipc.RemoteException,org.apache.hadoop.security.authorize.AuthorizationException): User: colossus2 is not allowed to impersonate u\\n
apache.hadoop,hadoop-hadoop-yarn-project-hadoop-yarn-hadoop-yarn-server-hadoop-yarn-server-timelineservice-hbase-tests,org.apache.hadoop.lib.service.hadoop.TestFileSystemAccessService.fileSystemExecutor,org.apache.hadoop.lib.service.FileSystemAccessException, H03: FileSystemExecutor error; org.apache.hadoop.ipc.RemoteException(org.apache.hadoop.security.authorize.AuthorizationException): User: colossus2 is not allowed to impersonate u\\n
apache.hadoop,hadoop-hadoop-yarn-project-hadoop-yarn-hadoop-yarn-server-hadoop-yarn-server-timelineservice-hbase-tests,org.apache.hadoop.lib.servlet.TestServerWebApp.getHomeDirNotDef,java.lang.InterruptedException,* Multiple error messages. *
apache.hadoop,hadoop-hadoop-yarn-project-hadoop-yarn-hadoop-yarn-server-hadoop-yarn-server-timelineservice-hbase-tests,org.apache.hadoop.test.TestHFSTestCase.testHadoopFileSystem,org.apache.hadoop.ipc.RemoteException,org.apache.hadoop.security.authorize.AuthorizationException): User: colossus2 is not allowed to impersonate u\\n
apache.hadoop,hadoop-hadoop-yarn-project-hadoop-yarn-hadoop-yarn-server-hadoop-yarn-server-timelineservice-hbase-tests,org.apache.hadoop.lib.service.hadoop.TestFileSystemAccessService.createFileSystem,org.apache.hadoop.ipc.RemoteException,org.apache.hadoop.security.authorize.AuthorizationException): User: colossus2 is not allowed to impersonate u\\n
apache.hadoop,hadoop-hadoop-yarn-project-hadoop-yarn-hadoop-yarn-server-hadoop-yarn-server-timelineservice-hbase-tests,org.apache.hadoop.yarn.server.timelineservice.reader.TestTimelineReaderWebServices.testGetEntitiesByMetricFilters,java.io.IOException, Incorrect response from timeline reader. Status=500\\n
apache.hadoop,hadoop-hadoop-yarn-project-hadoop-yarn-hadoop-yarn-server-hadoop-yarn-server-timelineservice-hbase-tests,org.apache.hadoop.yarn.server.timelineservice.reader.TestTimelineReaderWebServices.testGetEntitiesByInfoFilters,java.io.IOException, Incorrect response from timeline reader. Status=500\\n
apache.hadoop,hadoop-hadoop-yarn-project-hadoop-yarn-hadoop-yarn-server-hadoop-yarn-server-timelineservice-hbase-tests,org.apache.hadoop.yarn.server.timelineservice.reader.TestTimelineReaderWebServices.testGetEntitiesWithLimit,java.io.IOException, Incorrect response from timeline reader. Status=500\\n
apache.hadoop,hadoop-hadoop-yarn-project-hadoop-yarn-hadoop-yarn-server-hadoop-yarn-server-timelineservice-hbase-tests,org.apache.hadoop.yarn.server.timelineservice.reader.TestTimelineReaderWebServices.testAbout,java.io.IOException, Incorrect response from timeline reader. Status=500\\n
apache.hadoop,hadoop-hadoop-yarn-project-hadoop-yarn-hadoop-yarn-server-hadoop-yarn-server-timelineservice-hbase-tests,org.apache.hadoop.yarn.server.timelineservice.reader.TestTimelineReaderWebServices.testGetEntityAllFields,java.io.IOException, Incorrect response from timeline reader. Status=500\\n
apache.hadoop,hadoop-hadoop-yarn-project-hadoop-yarn-hadoop-yarn-server-hadoop-yarn-server-timelineservice-hbase-tests,org.apache.hadoop.yarn.server.timelineservice.reader.TestTimelineReaderWebServices.testGetEntityDefaultView,java.io.IOException, Incorrect response from timeline reader. Status=500\\n
apache.hadoop,hadoop-hadoop-yarn-project-hadoop-yarn-hadoop-yarn-server-hadoop-yarn-server-timelineservice-hbase-tests,org.apache.hadoop.yarn.server.timelineservice.reader.TestTimelineReaderWebServices.testGetContainers,java.io.IOException, Incorrect response from timeline reader. Status=500\\n
apache.hadoop,hadoop-hadoop-yarn-project-hadoop-yarn-hadoop-yarn-server-hadoop-yarn-server-timelineservice-hbase-tests,org.apache.hadoop.yarn.server.timelineservice.reader.TestTimelineReaderWebServices.testGetEntitiesBasedOnCreatedTime,java.io.IOException, Incorrect response from timeline reader. Status=500\\n
apache.hadoop,hadoop-hadoop-yarn-project-hadoop-yarn-hadoop-yarn-server-hadoop-yarn-server-timelineservice-hbase-tests,org.apache.hadoop.yarn.server.timelineservice.reader.TestTimelineReaderWebServices.testGetEntityWithUserAndFlowInfo,java.io.IOException, Incorrect response from timeline reader. Status=500\\n
apache.hadoop,hadoop-hadoop-yarn-project-hadoop-yarn-hadoop-yarn-server-hadoop-yarn-server-timelineservice-hbase-tests,org.apache.hadoop.yarn.server.timelineservice.reader.TestTimelineReaderWebServices.testInvalidValuesHandling,java.lang.AssertionError,* Multiple error messages. *
apache.hadoop,hadoop-hadoop-yarn-project-hadoop-yarn-hadoop-yarn-server-hadoop-yarn-server-timelineservice-hbase-tests,org.apache.hadoop.yarn.server.timelineservice.reader.TestTimelineReaderWebServices.testGetEntitiesByConfigFilters,java.io.IOException, Incorrect response from timeline reader. Status=500\\n
apache.hadoop,hadoop-hadoop-yarn-project-hadoop-yarn-hadoop-yarn-server-hadoop-yarn-server-timelineservice-hbase-tests,org.apache.hadoop.yarn.server.timelineservice.reader.TestTimelineReaderWebServices.testGetEntities,java.io.IOException, Incorrect response from timeline reader. Status=500\\n
apache.hadoop,hadoop-hadoop-yarn-project-hadoop-yarn-hadoop-yarn-server-hadoop-yarn-server-timelineservice-hbase-tests,org.apache.hadoop.yarn.server.timelineservice.reader.TestTimelineReaderWebServices.testGetEntityNotPresent,java.lang.AssertionError,* Multiple error messages. *
apache.hadoop,hadoop-hadoop-yarn-project-hadoop-yarn-hadoop-yarn-server-hadoop-yarn-server-timelineservice-hbase-tests,org.apache.hadoop.yarn.server.timelineservice.reader.TestTimelineReaderWebServices.testGetEntityCustomFields,java.io.IOException, Incorrect response from timeline reader. Status=500\\n
apache.hadoop,hadoop-hadoop-yarn-project-hadoop-yarn-hadoop-yarn-server-hadoop-yarn-server-timelineservice-hbase-tests,org.apache.hadoop.yarn.server.timelineservice.reader.TestTimelineReaderWebServices.testQueryWithoutCluster,java.io.IOException, Incorrect response from timeline reader. Status=500\\n
apache.hadoop,hadoop-hadoop-yarn-project-hadoop-yarn-hadoop-yarn-server-hadoop-yarn-server-timelineservice-hbase-tests,org.apache.hadoop.yarn.server.timelineservice.reader.TestTimelineReaderWebServices.testGetContainer,java.io.IOException, Incorrect response from timeline reader. Status=500\\n
apache.hadoop,hadoop-hadoop-yarn-project-hadoop-yarn-hadoop-yarn-server-hadoop-yarn-server-timelineservice-hbase-tests,org.apache.hadoop.yarn.server.timelineservice.reader.TestTimelineReaderWebServices.testGetEntitiesNoMatch,java.io.IOException, Incorrect response from timeline reader. Status=500\\n
apache.hadoop,hadoop-hadoop-yarn-project-hadoop-yarn-hadoop-yarn-server-hadoop-yarn-server-timelineservice-hbase-tests,org.apache.hadoop.yarn.server.timelineservice.reader.TestTimelineReaderWebServices.testGetAppAttempts,java.io.IOException, Incorrect response from timeline reader. Status=500\\n
apache.hadoop,hadoop-hadoop-yarn-project-hadoop-yarn-hadoop-yarn-server-hadoop-yarn-server-timelineservice-hbase-tests,org.apache.hadoop.yarn.server.timelineservice.reader.TestTimelineReaderWebServices.testGetEntitiesByRelations,java.io.IOException, Incorrect response from timeline reader. Status=500\\n
apache.hadoop,hadoop-hadoop-yarn-project-hadoop-yarn-hadoop-yarn-server-hadoop-yarn-server-timelineservice-hbase-tests,org.apache.hadoop.yarn.server.timelineservice.reader.TestTimelineReaderWebServices.testGetAppAttempt,java.io.IOException, Incorrect response from timeline reader. Status=500\\n
apache.hbase,hbase-hbase-zookeeper,org.apache.hadoop.hbase.zookeeper.TestInstancePending.test,java.lang.InterruptedException, sleep interrupted\\n
apache.incubator-dubbo,incubator-dubbo-dubbo-all,org.apache.dubbo.registry.dubbo.RegistryProtocolTest.testNotifyOverride,java.util.NoSuchElementException,
apache.incubator-dubbo,incubator-dubbo-dubbo-all,org.apache.dubbo.registry.dubbo.RegistryProtocolTest.testDestoryRegistry,java.lang.AssertionError, expected:<false> but was:<true>\\n
apache.incubator-dubbo,incubator-dubbo-dubbo-bom,org.apache.dubbo.cache.support.jcache.JCacheFactoryTest.testJCacheGetExpired,java.lang.AssertionError, expected null; but was:<testValue>\\n
apache.incubator-dubbo,incubator-dubbo-dubbo-bootstrap,org.apache.dubbo.registry.dubbo.RegistryProtocolTest.testNotifyOverride,java.util.NoSuchElementException,
apache.incubator-dubbo,incubator-dubbo-dubbo-cluster,org.apache.dubbo.rpc.cluster.support.ForkingClusterInvokerTest.testClearRpcContext,java.lang.AssertionError, set attachment failed!\\n
apache.incubator-dubbo,incubator-dubbo-dubbo-cluster,org.apache.dubbo.rpc.cluster.StickyTest.testStickyNoCheck,java.lang.AssertionError,
apache.incubator-dubbo,incubator-dubbo-dubbo-cluster,org.apache.dubbo.rpc.cluster.StickyTest.testMethodStickyNoCheck,java.lang.AssertionError,
apache.incubator-dubbo,incubator-dubbo-dubbo-common,org.apache.dubbo.common.threadlocal.InternalThreadLocalTest.testSize,java.lang.AssertionError, size method is wrong!\\n
apache.incubator-dubbo,incubator-dubbo-dubbo-compatible,org.apache.dubbo.registry.dubbo.RegistryProtocolTest.testNotifyOverride_notmatch,java.util.NoSuchElementException,
apache.incubator-dubbo,incubator-dubbo-dubbo-compatible,org.apache.dubbo.cache.support.jcache.JCacheFactoryTest.testJCacheGetExpired,java.lang.AssertionError, expected null; but was:<testValue>\\n
apache.incubator-dubbo,incubator-dubbo-dubbo-config-dubbo-config-api,org.apache.dubbo.registry.dubbo.RegistryProtocolTest.testNotifyOverride_notmatch,java.util.NoSuchElementException,
apache.incubator-dubbo,incubator-dubbo-dubbo-config-dubbo-config-api,org.apache.dubbo.registry.dubbo.RegistryProtocolTest.testDestoryRegistry,java.lang.AssertionError, expected:<false> but was:<true>\\n
apache.incubator-dubbo,incubator-dubbo-dubbo-config-dubbo-config-api,org.apache.dubbo.config.AbstractInterfaceConfigTest.testLoadRegistries,java.lang.IllegalStateException, the temporary folder has not yet been created\\n
apache.incubator-dubbo,incubator-dubbo-dubbo-config-dubbo-config-api,org.apache.dubbo.config.AbstractInterfaceConfigTest.testListener,java.lang.IllegalStateException, the temporary folder has not yet been created\\n
apache.incubator-dubbo,incubator-dubbo-dubbo-config-dubbo-config-api,org.apache.dubbo.config.ReferenceConfigTest.testInjvm,java.lang.IllegalStateException,* Multiple error messages. *
apache.incubator-dubbo,incubator-dubbo-dubbo-config-dubbo-config-api,org.apache.dubbo.config.validation.ValidationTest.testGenericValidation,java.lang.IllegalStateException,* Multiple error messages. *
apache.incubator-dubbo,incubator-dubbo-dubbo-config-dubbo-config-api,org.apache.dubbo.config.validation.ValidationTest.testProviderValidation,java.lang.IllegalStateException,* Multiple error messages. *
apache.incubator-dubbo,incubator-dubbo-dubbo-config-dubbo-config-spring,org.apache.dubbo.registry.dubbo.RegistryProtocolTest.testDestoryRegistry,java.lang.AssertionError, expected:<false> but was:<true>\\n
apache.incubator-dubbo,incubator-dubbo-dubbo-config-dubbo-config-spring,org.apache.dubbo.cache.support.jcache.JCacheFactoryTest.testJCacheGetExpired,java.lang.AssertionError, expected null; but was:<testValue>\\n
apache.incubator-dubbo,incubator-dubbo-dubbo-config-dubbo-config-spring,org.apache.dubbo.registry.dubbo.RegistryProtocolTest.testNotifyOverride,java.util.NoSuchElementException,
apache.incubator-dubbo,incubator-dubbo-dubbo-config-dubbo-config-spring,org.apache.dubbo.registry.dubbo.RegistryProtocolTest.testNotifyOverride_notmatch,java.util.NoSuchElementException,
apache.incubator-dubbo,incubator-dubbo-dubbo-config-dubbo-config-spring,org.apache.dubbo.config.ReferenceConfigTest.testInjvm,java.lang.IllegalStateException,* Multiple error messages. *
apache.incubator-dubbo,incubator-dubbo-dubbo-config-dubbo-config-spring,org.apache.dubbo.config.AbstractInterfaceConfigTest.testListener,java.lang.IllegalStateException, the temporary folder has not yet been created\\n
apache.incubator-dubbo,incubator-dubbo-dubbo-config-dubbo-config-spring,org.apache.dubbo.config.validation.ValidationTest.testGenericValidation,java.lang.IllegalStateException,* Multiple error messages. *
apache.incubator-dubbo,incubator-dubbo-dubbo-config-dubbo-config-spring,org.apache.dubbo.config.validation.ValidationTest.testProviderValidation,java.lang.IllegalStateException,* Multiple error messages. *
apache.incubator-dubbo,incubator-dubbo-dubbo-config-dubbo-config-spring,org.apache.dubbo.config.validation.ValidationTest.testValidation,java.lang.IllegalStateException,* Multiple error messages. *
apache.incubator-dubbo,incubator-dubbo-dubbo-config-dubbo-config-spring,org.apache.dubbo.config.spring.beans.factory.annotation.ServiceAnnotationBeanPostProcessorTest.test,java.lang.IllegalStateException, Failed to load ApplicationContext\\n
apache.incubator-dubbo,incubator-dubbo-dubbo-container-dubbo-container-logback,org.apache.dubbo.cache.support.jcache.JCacheFactoryTest.testJCacheGetExpired,java.lang.AssertionError, expected null; but was:<testValue>\\n
apache.incubator-dubbo,incubator-dubbo-dubbo-container-dubbo-container-logback,org.apache.dubbo.registry.dubbo.RegistryProtocolTest.testNotifyOverride_notmatch,java.util.NoSuchElementException,
apache.incubator-dubbo,incubator-dubbo-dubbo-container-dubbo-container-logback,org.apache.dubbo.registry.dubbo.RegistryProtocolTest.testDestoryRegistry,java.lang.AssertionError, expected:<false> but was:<true>\\n
apache.incubator-dubbo,incubator-dubbo-dubbo-container-dubbo-container-spring,org.apache.dubbo.registry.dubbo.RegistryProtocolTest.testDestoryRegistry,java.lang.AssertionError, expected:<false> but was:<true>\\n
apache.incubator-dubbo,incubator-dubbo-dubbo-container-dubbo-container-spring,org.apache.dubbo.registry.dubbo.RegistryProtocolTest.testNotifyOverride,java.util.NoSuchElementException,
apache.incubator-dubbo,incubator-dubbo-dubbo-container-dubbo-container-spring,org.apache.dubbo.registry.dubbo.RegistryProtocolTest.testNotifyOverride_notmatch,java.util.NoSuchElementException,
apache.incubator-dubbo,incubator-dubbo-dubbo-filter-dubbo-filter-cache,org.apache.dubbo.cache.support.jcache.JCacheFactoryTest.testJCacheGetExpired,java.lang.AssertionError, expected null; but was:<testValue>\\n
apache.incubator-dubbo,incubator-dubbo-dubbo-monitor-dubbo-monitor-default,org.apache.dubbo.registry.dubbo.RegistryProtocolTest.testNotifyOverride,java.util.NoSuchElementException,
apache.incubator-dubbo,incubator-dubbo-dubbo-monitor-dubbo-monitor-default,org.apache.dubbo.registry.dubbo.RegistryProtocolTest.testDestoryRegistry,java.lang.AssertionError, expected:<false> but was:<true>\\n
apache.incubator-dubbo,incubator-dubbo-dubbo-monitor-dubbo-monitor-default,org.apache.dubbo.cache.support.jcache.JCacheFactoryTest.testJCacheGetExpired,java.lang.AssertionError, expected null; but was:<testValue>\\n
apache.incubator-dubbo,incubator-dubbo-dubbo-monitor-dubbo-monitor-default,org.apache.dubbo.registry.dubbo.RegistryProtocolTest.testNotifyOverride_notmatch,java.util.NoSuchElementException,
apache.incubator-dubbo,incubator-dubbo-dubbo-plugin,org.apache.dubbo.cache.support.jcache.JCacheFactoryTest.testJCacheGetExpired,java.lang.AssertionError, expected null; but was:<testValue>\\n
apache.incubator-dubbo,incubator-dubbo-dubbo-plugin-dubbo-qos,org.apache.dubbo.registry.dubbo.RegistryProtocolTest.testNotifyOverride,java.util.NoSuchElementException,
apache.incubator-dubbo,incubator-dubbo-dubbo-plugin-dubbo-qos,org.apache.dubbo.registry.dubbo.RegistryProtocolTest.testNotifyOverride_notmatch,java.util.NoSuchElementException,
apache.incubator-dubbo,incubator-dubbo-dubbo-plugin-dubbo-qos,org.apache.dubbo.registry.dubbo.RegistryProtocolTest.testDestoryRegistry,java.lang.AssertionError, expected:<false> but was:<true>\\n
apache.incubator-dubbo,incubator-dubbo-dubbo-plugin-dubbo-qos,org.apache.dubbo.cache.support.jcache.JCacheFactoryTest.testJCacheGetExpired,java.lang.AssertionError, expected null; but was:<testValue>\\n
apache.incubator-dubbo,incubator-dubbo-dubbo-registry-dubbo-registry-default,org.apache.dubbo.registry.dubbo.RegistryProtocolTest.testNotifyOverride_notmatch,java.util.NoSuchElementException,
apache.incubator-dubbo,incubator-dubbo-dubbo-registry-dubbo-registry-default,org.apache.dubbo.cache.support.jcache.JCacheFactoryTest.testJCacheGetExpired,java.lang.AssertionError, expected null; but was:<testValue>\\n
apache.incubator-dubbo,incubator-dubbo-dubbo-registry-dubbo-registry-default,org.apache.dubbo.registry.dubbo.RegistryProtocolTest.testDestoryRegistry,java.lang.AssertionError, expected:<false> but was:<true>\\n
apache.incubator-dubbo,incubator-dubbo-dubbo-registry-dubbo-registry-default,org.apache.dubbo.registry.dubbo.RegistryProtocolTest.testNotifyOverride,java.util.NoSuchElementException,
apache.incubator-dubbo,incubator-dubbo-dubbo-registry-dubbo-registry-multicast,org.apache.dubbo.registry.dubbo.RegistryProtocolTest.testNotifyOverride_notmatch,java.util.NoSuchElementException,
apache.incubator-dubbo,incubator-dubbo-dubbo-registry-dubbo-registry-redis,org.apache.dubbo.registry.dubbo.RegistryProtocolTest.testDestoryRegistry,java.lang.AssertionError, expected:<false> but was:<true>\\n
apache.incubator-dubbo,incubator-dubbo-dubbo-registry-dubbo-registry-redis,org.apache.dubbo.registry.dubbo.RegistryProtocolTest.testNotifyOverride,java.util.NoSuchElementException,
apache.incubator-dubbo,incubator-dubbo-dubbo-registry-dubbo-registry-redis,org.apache.dubbo.registry.dubbo.RegistryProtocolTest.testNotifyOverride_notmatch,java.util.NoSuchElementException,
apache.incubator-dubbo,incubator-dubbo-dubbo-registry-dubbo-registry-zookeeper,org.apache.dubbo.registry.dubbo.RegistryProtocolTest.testNotifyOverride,java.util.NoSuchElementException,
